"4549","Bloodshed 2","2016","N/A","25 Dec 2016","N/A","Action, Drama, Horror","Branden Anthony Bayless","Branden Anthony Bayless, Mason Meskell","Gary D. Lopez, Gaius Lee DuPree, Mir Waiss Najibi, Branden Anthony Bayless","Scar has escaped. John and Anthony must find Megan before its Too Late.","English","USA","N/A","N/A","N/A","N/A","N/A","tt4768296","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4550","Dirty Grandpa","2016","R","22 Jan 2016","102 min","Comedy","Dan Mazer","John Phillips","Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza","Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant-Colonel, to Florida for spring break.","English","USA","1 win & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMzk0NzkyNDk2M15BMl5BanBnXkFtZTgwNDczOTU3NzE@._V1_SX300.jpg","18","6.0","65,912","tt1860213","movie","11","rotten","2.8","123","13","110","Like a Werther's Original dropped down a sewer drain, Dirty Grandpa represents the careless fumbling of a classic talent that once brought pleasure to millions.","45","3.1","29285","http://www.rottentomatoes.com/m/dirty_grandpa/","17 May 2016","$34,690,808.00","Lionsgate Films","N/A","True"
"4551","Dolphin Song","2015","N/A","N/A","N/A","Drama, Fantasy, Romance","N/A","Nick Bain, Luqman Raymond Whittinger","N/A","Haunted by guilt over her dad's death on a diving expedition, a 17-year-old girl travels with her mother to a forgotten Spanish fishing village to sell her father's holiday home. Not ...","English","Spain, UK","N/A","N/A","N/A","N/A","N/A","tt3730160","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4552","The Olive Tree","2016","N/A","06 May 2016","100 min","Comedy, Drama","Icíar Bollaín","Paul Laverty (screenplay)","Anna Castillo, Javier Gutiérrez, Pep Ambròs, Manuel Cucala","A girl, her uncle and a friend start an emotional travel to recover a family tree.","Spanish, German, English, French","Spain, Germany","14 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BODBjYmIwNmItMzNhZi00NGQ5LThlN2MtMmIzYWJlYmMxYTY0L2ltYWdlXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg","N/A","7.0","956","tt3655972","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/the_olive_tree_2016","N/A","N/A","N/A","N/A","True"
"4553","Love in Spain","2016","N/A","05 May 2016","100 min","Musical","James Black","James Black, Jonathan Walker","George Lazenby, Susanna Dekker, Pedro Rudolphi, Faith Tarby","LOVE IN SPAIN is a feel-good dance musical filmed in stunning locations around the picturesque coastal city of Alicante,Spain. The story is centered around a group of young dancers and ...","English","UK","N/A","N/A","N/A","N/A","N/A","tt4520292","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4","http://www.rottentomatoes.com/m/love_in_spain/","N/A","N/A","N/A","N/A","True"
"4554","Zero","2016","N/A","25 Mar 2016","159 min","Fantasy, Horror, Mystery","Shiv Mohaa","Shiv Mohaa","Ashwin Kakumanu, Swetha Nair, J.D. Chakravarthi, Ravi Raghavendra","Strange events start happening to a woman after marriage.","Tamil","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZTM2MTZlYjgtNWVhMi00Yzg5LWEwMmYtZTkwYWM2ZmJiMjEzXkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_SX300.jpg","N/A","6.5","221","tt5288552","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4555","Shikari","2016","N/A","07 Jul 2016","145 min","Action, Drama, Romance","Zakir Hossain, Joydip Mukherjee","Pele Bhattacharya (dialogue), Joydeep Chakraborty (dialogue), Pele Bhattacharya (screenplay), Joydeep Chakraborty (screenplay)","Shakib Khan, Srabanti Chatterjee, Rahul Dev, Subrata Barua","A disguised professional assassin with mysterious past, tasked with assassinating a top government official.","Bengali","Bangladesh, India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjkzYzJlZmUtYzMzYy00ZjRmLTllZDgtYzdlNzA0YjdiMjg1XkEyXkFqcGdeQXVyNTA4NDgzNTU@._V1_SX300.jpg","N/A","7.3","334","tt5830022","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4556","We All Fall Down","2016","N/A","N/A","N/A","Adventure, Drama, Thriller","Kurt Knight","Kurt Knight","Ashley Santos, Cardiff Gerhardt, Robert Nunez, Kalli Therinae","Todd, a haunted young man, struggles to protect the innocence of Benny, his mute kid brother, in a post apocalyptic world where all the adults turned to zombies by a recessive gene. The ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BYjEzODFjNWUtYmM2ZS00ZWUzLWFjNjMtMmZlZGM0NGNhY2JhXkEyXkFqcGdeQXVyNjQzOTQ3NDE@._V1_SX300.jpg","N/A","N/A","N/A","tt5555174","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4557","My Mother's Wound","2016","N/A","11 Mar 2016","120 min","Drama, Mystery, War","Ozan Aciktan","Ozan Aciktan (screenplay), Ozan Guven (screenplay), Fethi Kantarci (screenplay), Uygar Sirin (screenplay), Mehmet Turgut (screenplay), Funda Çetin (screenplay)","Bora Akkas, Belçim Bilgin, Petar Cirica, Mehmet Ergen","Upon turning eight-teen, Salih leaves the orphanage to go on a journey that uncovers bitter truths of a war-ridden past.","Turkish","Turkey, Bosnia and Herzegovina, Serbia and Montenegro","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BNzcxMTM0ZGYtNDFlNy00MDA4LTlkN2YtMmM5YjBmOGE1MWQ2XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_SX300.jpg","N/A","7.4","727","tt4994736","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4558","Maikäfer flieg","2016","N/A","11 Mar 2016","100 min","Drama","Mirjam Unger","Sandra Bohle, Christine Nöstlinger (novel), Spiralcat Translations (translation), Mirjam Unger","Paula Brunner, Hilde Dalik, Zita Gaier, Konstantin Khabenskiy","N/A","German, Russian","Austria","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOGJmYWZkZDQtNmMxOC00NjY2LTgzM2UtNWQ5ZTUzY2Y0Y2M2XkEyXkFqcGdeQXVyMTkyNjgzNDU@._V1_SX300.jpg","N/A","6.7","42","tt5046070","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4559","Devotion","2016","N/A","25 Dec 2016","116 min","Action","Geoffrey Wright","Larry Humphrey","Kevin Sorbo, Noel Gugliemi, Mindy Robinson, Kane Hodder","Story about a pastor (Weston Cage) who takes up pro boxing like his father before him. With the help of top pro trainer, Big Jim (John Amos), Parker gets the once in a lifetime opportunity ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMzc4MTQyNDI0N15BMl5BanBnXkFtZTgwNzM3OTIyNzE@._V1_SX300.jpg","N/A","N/A","N/A","tt4167532","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4560","Stabbing with Frank","2016","N/A","01 Apr 2016","98 min","Comedy, Horror","Shane Wheeler","Shane Wheeler","Chloe Day, David Gibson, Rocco Guirlanda, David Jerome","Frank films an instructional how to kill criminals show as a way of reaching out to people, but when he hires a camera man, he discovers what he'd really needed was a friend.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMGIzNzZjNjktN2FmYS00YTc2LTk0MTAtNjA0YzI5M2JlYTQwXkEyXkFqcGdeQXVyOTIxNTg3OQ@@._V1_SX300.jpg","N/A","N/A","N/A","tt5685944","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4561","Y a Dios que me perdone!","2016","N/A","01 Apr 2016","N/A","Drama","Ángel Muñiz","N/A","Pachy Méndez, Johnnie Mercedes, Cynthia Guzmán, Clara Luz Lozano","N/A","Spanish","Dominican Republic","N/A","N/A","N/A","N/A","N/A","tt5373588","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4562","The Pastor","2016","N/A","25 Jan 2016","N/A","Action","Deborah Goodwin","Deborah Goodwin (screenplay), Arturo Muyshondt (story by)","Ismael Cruz Cordova, Rosal Colon, Victoria Cartagena, Franky G","An imprisoned former gang leader discovers his faith in God while in solitary confinement. When he comes out, he becomes a Pastor and is committed to protecting the youth in his gang ...","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwNzkyMjk4OF5BMl5BanBnXkFtZTgwODQyNTc1NzE@._V1_SX300.jpg","N/A","6.7","18","tt3610326","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4563","Seondal: The Man Who Sells the River","2016","N/A","06 Jul 2016","120 min","Comedy, History","Dae-min Park","Dae-min Park","Seung-ho Yoo, Jae-hyeon Jo, Suk-ho Jun, Chang-Seok Ko","Based on the popular conman character of KIM Seon-dal from Korean folktale who famously sold the water of Daedong River.","Korean","South Korea","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjgxYjE4MDItNGUzNy00Y2E0LWIzNjEtNWY1YmY0OTAwOWM1XkEyXkFqcGdeQXVyMzI2NzE3MDc@._V1_SX300.jpg","N/A","6.5","126","tt5729246","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4564","The Boy","2016","PG-13","22 Jan 2016","97 min","Horror, Mystery, Thriller","William Brent Bell","Stacey Menear","Lauren Cohan, Rupert Evans, James Russell, Jim Norton","An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.","English","USA, China, Canada","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg","42","6.0","43,113","tt3882082","movie","27","rotten","4.2","52","14","38","N/A","39","3.0","18439","http://www.rottentomatoes.com/m/the_boy/","10 May 2016","$30,196,680.00","STX Entertainment","http://theboymovie.tumblr.com/","True"
"4565","Den of Darkness","2016","N/A","20 Feb 2016","91 min","Horror, Thriller","Sandra Lindo","Sandra Lindo, Eric S. Mintz","Monika Tilling, Eric Giancoli, Mackinlee Waddell, Ada Luz Pla","After moving with her husband to a new house to cope from the accident that recently blinded her, a Den Mother continues to be haunted by guilt over the death of a girl scout until the ...","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BY2NhY2ViNDAtZGE1OC00MWUwLWFmZjgtOGFhNDVhYTYwNDhiXkEyXkFqcGdeQXVyMTM5ODAyMjc@._V1_SX300.jpg","N/A","3.4","152","tt4887028","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","http://www.rottentomatoes.com/m/den_of_darkness","N/A","N/A","N/A","N/A","True"
"4566","Spiny Life","2016","N/A","N/A","N/A","Animation","Huang Jianming","Frank Antonelli, Huang Jianming, Caroline Zelder","N/A","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt3574822","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/spiny_life","N/A","N/A","N/A","N/A","True"
"4567","A Flying Jatt","2016","N/A","25 Aug 2016","151 min","Action, Comedy, Fantasy","Remo","Remo (story), Tushar Hiranandani (screenplay), Remo (screenplay), Aakash Kaushik (dialogue), Madhur Sharma (dialogue)","Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon","Jatt is a reluctant super hero that fights crime and protects people. He meets his match in the evil Raka who he must face off to save the day.","Hindi, English","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BODM5Y2E2Y2QtYWU4Zi00M2ViLWE4NTctZjA0MjFmNjZmZDEwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg","N/A","3.7","1,806","tt5235880","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20","2.3","25","http://www.rottentomatoes.com/m/a_flying_jatt","N/A","N/A","N/A","N/A","True"
"4568","3 Knee Deep","2016","N/A","05 Jan 2016","90 min","Action","William Lee","William Lee","Paisley Blackburn, Nan Bongiani, Sasha Brown, Cliff Cash","Six years ago a criminal mastermind hid one ton of cocaine in an abandoned warehouse. No one knows the location of the drugs except his violent sidekick and his beautiful but deadly ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTE1MDJmODItMzcxMy00MWFlLWE3MTgtNTZmNTU2MGRmMDZkXkEyXkFqcGdeQXVyNjQ5ODk0MjE@._V1_SX300.jpg","N/A","4.3","27","tt5260652","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4569","The Little Grey Fergie 2","2015","N/A","N/A","N/A","Family","Peder Hamdahl Næss","N/A","N/A","N/A","Norwegian","Norway","N/A","N/A","N/A","N/A","N/A","tt4264004","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4570","Perfect Strangers","2016","N/A","11 Feb 2016","97 min","Comedy, Drama","Paolo Genovese","Filippo Bologna (screenplay), Paolo Costella (screenplay), Paolo Genovese (screenplay), Paola Mammini (screenplay), Rolando Ravello (screenplay)","Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo","Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.","Italian","Italy","12 wins & 12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNDQzZmQ5MjItYmJlNy00MGI2LWExMDQtMjBiNjNmMzc5NTk1XkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_SX300.jpg","N/A","7.7","9,671","tt4901306","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81","3.8","179","http://www.rottentomatoes.com/m/perfetti_sconosciuti/","N/A","N/A","N/A","N/A","True"
"4571","Immortality of the Conscious Mind","2016","N/A","20 May 2016","N/A","Drama","Dylan Hoang","Dylan Hoang","Dylan Hoang, Hunter Miller, Kaitlyn Kennedy, Lauren Sara","Taking place in the near future where energy is scarce, a group of young and eager minds make a revolutionary breakthrough when they discover a doorway into an infinitum of alternate realities.","English","USA","N/A","N/A","N/A","N/A","N/A","tt4933016","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4572","Try","2016","N/A","N/A","N/A","Drama","Rob Hawk","Rob Hawk","Felice Herrig","When truck drivers Codder and Rose, rush to deliver the last pallet of ice before the holiday. They find themselves in a world they could of never imagined. For the next 3 days, they can do nothing other, than accept death .","N/A","USA","N/A","N/A","N/A","N/A","N/A","tt5060874","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4573","Gehenna: Where Death Lives","2016","N/A","31 Oct 2016","105 min","Horror, Mystery, Thriller","Hiroshi Katagiri","Hiroshi Katagiri, Nathan Long, Brad Palmer","Doug Jones, Lance Henriksen, Simon Phillips, Patrick Gorman","A group visits Saipan to search for locations for their company's newest resort. As they find what they think is the perfect spot, they discover a hidden bunker on the property which they ...","English","Japan, USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BODYzMjQ5ODg3M15BMl5BanBnXkFtZTgwODUyNTc1NzE@._V1_SX300.jpg","N/A","N/A","N/A","tt4499228","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","100","4.2","150","http://www.rottentomatoes.com/m/gehenna_where_death_lives","N/A","N/A","N/A","N/A","True"
"4574","Killer Eyes","2016","N/A","N/A","N/A","Crime, Drama","Lauran Childs","Lauran Childs","Morrison James, Jason Amling, Danny Lima, Noel Mirabal","A female contract killer destroys an Irish drug lord and falls in love in Miami.","English","USA","N/A","N/A","N/A","N/A","N/A","tt5190104","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4575","Crd","2016","N/A","N/A","108 min","Comedy, Drama, Romance","Kranti Kanade","Kranti Kanade, Dharmakirti Sumant","Abhay Mahajan, Mrinmayee Godbole, Vinay Sharma, Saurabh Saraswat","Set in the world of College Theatre, it explores fascism in arts.","Hindi, English","India","N/A","N/A","N/A","N/A","N/A","tt5359624","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5","http://www.rottentomatoes.com/m/crd","N/A","N/A","Kanadé Films","N/A","True"
"4576","You Are Steam House Trilogy","2016","N/A","17 May 2016","141 min","Reality-TV","Omer Pasha","Omer Pasha","Omer Pasha","This film is titled ""Loved"" by God. A final collection 9 DVD films. A billion words a billion videos will not suffice to what is ""You Are Steam House Trilogy"" unless you show living people the dead to appear in front of you.","English","Canada","N/A","N/A","N/A","N/A","N/A","tt5734100","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4577","Another Brick in the Wall","2016","N/A","21 Jan 2016","109 min","Drama","Kyle Misak","Kyle Misak","Carel Struycken, Rachel Faulkner, Henry Frost III, Dennis Doyle Jr.","A nostalgic film about the unorthodox teacher we all wish we had, the girl we all fell for, and the friend we didn't expect to make.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BYzFjNTc1MmMtOGYxNy00MTE2LWFhMGMtYjc5MjgyN2RkNGY0XkEyXkFqcGdeQXVyMzM2OTQwMDY@._V1_SX300.jpg","N/A","N/A","N/A","tt4491334","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4578","Astronauter og filmstjerner","2016","N/A","18 Mar 2016","80 min","Comedy, Drama","Erlend Lunde Holbek","Sindre Hansen, Erlend Lunde Holbek","Sindre Hansen, Eva Victoria Verpe, Tani Hansen, Ingvild Haus Grønlien","Seven Norwegian teenagers are finally out of school. We follow them throughout a year of free time, bad jobs, self actualization, sex, drugs and intense boredom.","Norwegian","Norway","N/A","http://ia.media-imdb.com/images/M/MV5BMTUxMjIzMzQ0OV5BMl5BanBnXkFtZTcwOTE3NzQxOQ@@._V1_SX300.jpg","N/A","N/A","N/A","tt2609324","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4579","Credit Union: The Musical","2015","N/A","11 Dec 2015","N/A","Musical","Max Chance","Max Chance","Jimmy Dalton, Emily Keefe, Camrus Johnson, Efraiem Hanna","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt4556016","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4580","Mike Bassett: Interim Manager","2016","N/A","N/A","N/A","Comedy","Steve Barron","John R. Smith, Rob Sprackling","Amanda Redman, Bradley Walsh, Ricky Tomlinson, Andy Ansah","Mike Bassett comes out of retirement to help England's new German manager, but soon finds himself in the hotseat again.","English","UK","N/A","http://ia.media-imdb.com/images/M/MV5BNWU0ODFmZjktNzA0MS00NDkzLWIxYWEtNmZiYzk1NmVkOTc1XkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_SX300.jpg","N/A","N/A","N/A","tt3602458","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"4581","You Above All","2016","N/A","N/A","N/A","Drama","Lucas Elliot Eberl, Edgar Morais","Lucas Elliot Eberl, Edgar Morais","Edgar Morais, Pia Mechler, Olivia Thirlby, Lou Taylor Pucci","Clive, a young man who bottoms out financially in Los Angeles, ends up meeting an agent who draws him into his powerful circle of friends in the Hollywood community. 'You Above All' is an ...","N/A","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMjc4OTIxN15BMl5BanBnXkFtZTcwNjQ1MDI1Nw@@._V1_SX300.jpg","N/A","N/A","N/A","tt2099759","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/you_above_all","N/A","N/A","N/A","N/A","True"
